G18W15W12R22B23G21W02R10B01B20W25G24G06R16R26R04G11G17Y04B07W05W19R04R09,4,false
B18B15B23W02G01G04W22R21B05W10G12G20G26B25R24R06B11W17Y25W25W19B07R09G16,9,false
G20B18G12W25W15B06R01B10G23R11R24R22B16R21R04B05G17Y21B02G19B09B21B07,13,true
G20B18W25G12R11G04B05G23B16B06W15W26R01R21G02G07B24R09Y05B22B19B17B05W10,4,false
R02W01G15G12G26G26R26G26W04G26W20R25W11W10R05G06B07R18W24W09R17R23Y02W19R02B21B16R22,17,true
W15W26W26W12W02R01B18B11G20B10W05G24B25G06G04R26B23B17B26G22G16Y01B21G01B07B09G19,15,true
G20R15B18G10G12G23B26B26G02B01B25G05W04B06B24R09R19W16R07Y25R22W25W21G17W11,10,true
W15B18B10R05R20G12G24G26G26G04B11R02G06R23W01W16B25G22G19Y05G17B21W05G09W07,9,true
B18G15G12R10R20G23B26B26W25R11R04R24G05W22R02R01B06B26G09R07Y22W19R22W21R16R17,16,true
G26W15W12B18G04B05R06B10G01G26R24W11B20W23W25W19B17G16B09Y11B07W11R02W21R22,5,false
B18G15W20G25G02G04G23B05B01W24W12B16W10R21G26G11G19W22Y02B06R17R09B02G07,7,false
B18W15W12G02B01B06R20B10R05R22W23B24R25B07G04B19W09Y24B24R17W21R11R16,16,true
B18R02B01R23R15B20G25W12B11R06G10W17B21B16B22W07W09Y21G21W19W04W05B24,11,true
R02R04R05R01R10B19R25G09R15B20W23G24G22G21B18G12W17Y05G05B16R07B06R11,15,true
R02G01W15W26B18W12W23B20R26G04R25R10G16G24R22B21R06W11R19Y03G09B03W05B07G17,8,false
G18B23B15B10G05W07W19R01G20W17W09G21G25G22R24W04B11Y15B15G02W16R12W06,3,false
W15B26W12W04R05B18W24R02B11R23W22R20W25G06B01G19R16R21Y25B25B07R09B17W10,8,false
W15B18G02W12B01R10R22R20W23R24B26W04W05B25B21B06W16G07Y23B11B17G09W19G23,1,false
W15W12G26R20G18B23R10G05R11W06G25R01G02G04G26B09W24G22B19Y24G24R07W21R17B16,1,false
B18R12B10R23G05G15G11R06R04G01G02R07B17G22W21R16B09Y06W06R20B19B25R24,3,false
B26R02B01R15R09R05B18B10R26W04G24G12R11G26G06W19B16R25W07W17Y05B20G05G21B22W23,2,false
B18W15W12B16G21B20B10B17G11G04G02R01G22W23B06R05G24Y01B09R25B07B19B01,8,false
R02G01B18B15G04G12B11G23W24G25W22B17G21W16B19W20B07Y22R06G22B05G10R09,4,false
R02W01G15G12G26W04W26G26W18R24R06W11G22W20B25B10R23G17G07B21Y02R05G19G09R02G16,10,true
B18G15B10R05R20G04R02R23B09R01R25B17W12W24W16B21G07Y10G10B11G19R22B06,4,false
W15G20W25B26R04W12G18G11R02G10B05G01W06G23R16R24W22W21Y03B03W07R09R19R17,9,false
R02R04G05W18R23R01G15W10R06W22G12R21B07B09R16B17R19Y15B24G15R11R25G20,4,false
G18R12R23W11R26R02W15R04W24B01G25W22W09R20G21G10B05G07Y01G19B16W01G06R17,1,false
B18R12G11R23R26W10B20G15W25R06B16B01W02R19G24R09G04R05Y25W22G21W25B07B17,8,true
R02R04R05B12R16W21G06W11G18R23R07R17G24W01G22R25G15Y01W09R20W19G10W01,10,true
R02G01G26B18B15B23R20G04B25W24R12B10G16B06B11G07R17W22Y02B21G19W02W05W09,5,false
G20R15B18R25B26B10G24W12W04G06W02B22G01W23R21R05B11G16Y05R19B09B07B05W17,7,false
G26R02B01W15G20R25G26B26B26B26B18R10R12R24W16R04W17G21B05W09B19G11Y05G05B07R06B22G23,8,false
B18W15R22G21R02G26W12B01W26W24R16W06R10G11W05R23G25R17G19Y15R04G07W09B20B15,8,false
R02R04G01W15W12R20G05R10R11B18B06G25B16R23B24R22G21Y13W17R13B07G19W09,1,false
B18G15G12G23G04W05B06W02G01B24G25W20B10R17R19W16B22Y25W09B25R21B07B11,17,true
G20W25R26R15B26W26W10G18G02R26B01G26W26B23G24G26B26B26B09B19B05R04R26W22R26R12B07G06Y10W11W21W17G10R16,4,false
R02W01R26G15G26W26R04B20G25W05G12G26G09B10G07W19B06W11W16B17G23Y01W21B18R24W01B22,6,false
G20R15G10B18B25R02W01B05G04G12W06W24W07B23R11R22R21Y25R25B09B19G16G17,5,false
W15R02W12G01B18B11G04B26G23R22G21G06B07R20R10B09B16W05Y01W01W17B19R25R24,5,false
R02W01B18B10B05G04W12G16B11B21G23G20G06W25G15B22G24Y16B17R16B07G19G09,12,true
B18W15W12B06G01G11G24W23B20R25B10G22W16G21W17G19G07Y25B05W04G09B02R25,1,false
W15B26W12W04G05G02W01G16R21G18G10B09W11G06R07W23R17R19Y01R01B24R25G22W20,3,false
W15G18G20R25G26B23R10W24R22B26G02G04W01B17B19R16B21R12B11Y25W05W25B09R07G06,1,false
R02R04R05G15B10W19G12W07R20W17R24W25B09B21B01B11G06Y10B10G16G18W23R22,13,true
R02R04R05W15G20G10W07R25B01B19R24W09W17G16R21R11W12Y15R06B15G22W23R18,21,true
G18W15B23W12B20W25R06B11B01G02R24W22G04R19R07W17R21Y25G16W10R25R05B09,6,false
R02B01G15G12B18G22G04W21R24W23B05R06G16R10W25R20G17Y01W11G19G09W07G01,4,false
W15B18G20G02W25W12R01W24W26G23R04G16B21G10G19G05R09B11Y15G15R07W06R17R22,11,true
B18B15W17G21R02B01W19B25B16R20G11B24W04B05B10G09B12Y21W21R22W06B07R23,3,false
G18R02R23G01G26G04R05G26G12B15R11G26B16G20B25R21R10R09B24R07Y01B06G19B01G17R22,10,true
W15B26B26B18W12G16R21W23B26W04G05R11R22G02B10B20G25B24B06W17Y25B07W25W19R09B01,4,false
B18W15R02W12G01G04B10R23B20W24G16W22W06B11G21G25W07Y21G05B21G17B19R09,1,false
G20W25G12G02G04B01R18B05G24R10B15W23R09R19W06W07B11Y13B13G17W21B22W16,5,false
W15R02G01R04R10G05W12W09R18G20B06G17W22B24R21B16W07Y10B10G11B25W19G23,13,true
W15B18W26W12B16R21W23W02W04B24G01B10G05W25G20W06W19B09Y24R11R07R17B24R22,7,false
G20G12W25W15R02W11W04R05B10G16R18W21W22W17W09R23R06Y25R25W07W24G19W01,15,true
G20W25R26G12R11G04G02R15B01G10W05G16R21B06G18R22R17W09Y02W02W23G24R19G07,3,false
W15R02R04B05G10G20B01G12B25W06W18W07G23W24W22R26W19W09Y15B21G15G11R16G17,6,false
W15R02R04B05G10G20W09R01B25W17R12R21W19G22W07G06B18Y01G24R23B01B16B11,20,true
B18W15B20G25R02W12G10R04W23B16G11B06B24G22R01B07R21Y25W25R17B19B09G05,10,false
W15B26W12R10W05R06B18G01W04G11B02W24B20R25R23W07R09G19Y04G04B26B26R22W17R21W16,9,true
B18W15W12R10G05R22G20R11R02W01W04B21R25W16G06R17W24Y15W15G09G07B23B19,4,false
B18R22B23R12W21B20B11W24R25R15G04R02R05W10G09G19R17Y21W07R21B01G06R16,18,true
W15G26B18R02R04W12B10W05G24B11R23W01G22G06R20G16B21B25Y01W09B01G07W17R19,4,false
R02W01B18G15W26W26B10W04W23G05B22W21G26G26W26B26W20B17B09B07G25G06B19Y04G24W11W04B16R12,1,false
R02G01R04W15G05R10G20G18W09W07W23R12G06G11G22R21B17Y05B05W16W19G25G24,20,true
B18B15W19B25R20B24B02G01G04B23G26B22W17B21R16R09B12R10Y22R22G05R07G11R06,16,true
B18B15B23W10G05W22W24G26G20R21R25R12B11W02B01R06W16W09Y01R01W17R04R19R07,19,true
R02R04G01R05W10B17R21G07G09G20B25G12W18R15G23B19R06Y12G16G11R12B24G22,9,false
G20G12G04B05B18G24W25G02W15R10B01W23B11B07W06B09G22Y04G04G16R19G17R21,3,false
G26W15B26G20G10W05G18W25G04R12B23B11R24W02R22R06G01B09B19Y05G05R16B07R21G17,10,true
B18B15G20R25G02G04R10R22R12B01G23B05W21B16B24G11R09Y01R17R19G01G06G07,6,false
B18W15B20G25B10G05R24G23B17B21R04G02R09B16W22B19R07Y05G01R06B05R11B12,8,false
R02B01B18W15R22B23G21B20B10B25G24B06B04G12R09R19W05Y25R17G11B16R25G07,7,false
G18R12G16R23R11B21R02R04R05G06B01W22R10B24B15G17G07Y21R20B21B09W25W19,2,false
G26R02W01B18G15G12W04B10B20R25G23G07G09G19G05G16W24B06Y24B24W17B21W11W22,10,false
B18R12B06R23R11B16G21W02G01W04W20R15R25R09B24W19B10Y02W07W17W05B02R22,5,false
G18G15G02W01G04G05G10R09R07W26G06G20B24B12G22R25B21W11Y05W05B23W19R16W17,15,true
W15G26R02B01B18G24B10R05B20W25W23B04R09R19R07B06G22R17Y01G12G01W21G11G16,6,false
B18R12R02B01R23R11W22R21R16G06R24R25G17G07W09W19B15Y21W04G21G10G20R05,10,false
R02W01R04G15W05G12G09R10G06W20B07B19B17R21G18B16R11Y01G24W22R01R23G25,2,false
G20W25R26R15G18G10B23W05G12W11G16G06R21W04R01B17R09G24Y15W22R19G02R07W15,10,false
W15G20G10G12R05G04R25R02B17R11B09W22R21G06G16B19R01Y19W07B24R23R18B19,1,false
R02W01G15R04G12R18R10W05R20W25B24W23W06B07W11W09G19Y01G01W17R22R16B21,1,false
R02W01B18W04W23W15W05R10B12R22B24G21B19G25B09R20B07Y22W17G06W11R16G22,5,false
W15G26B26G20G10W05W25B18B26R04R26W02B09R24R12G19G07W23B06G01W16Y01R01G21R11B17R22,4,false
W12G20G11R25B18W02B01G22R15B23R21G24R16B19G04B05W17Y24B09B07B06R24G10,5,false
B18B15W12B11R04R16B21B05G10G22R24W25G20R19B23R17G02Y16W07R09W16R01W06,4,false
B18R12R23W11B26W15G04G02B20W25G16B22B06G01B24W21G07R19Y01W01R17R10W05G09,2,false
B18B15W22B21W10R05R20R12B23G16R04R02R24G17G09R19G25Y05G05R07B11R01W06,1,false
R02R04W01W05W18W10G07B06B09G15W11W20B26G19B17W21R24G16Y05G05W25R12B23B22,5,false
R02B01W15R10G05G20B26W04G12R18B23G24G22W16B11R21B09W06Y14B07R25W14W17W19,11,true
W15B26W26B18G26W12B06R01R11B10W05B07W23B24R19R17G25G22R04G02Y05B05W20B16R09R21,13,true
W15G20W25W12G16B18B11B21W02W04B10G05R06G01R24G23W22Y03B17G09W03B07B19,13,true
R02R04B01B05G15R20W25R10W19R23R09W07W24B17R18G22B06Y20W21G20W11R16B12,10,true
B18W15R26G24B10G12R05B11B23R20W25W22G16B21B06B01G02W19Y10B04W10B17W07W09,16,true
G18R12W11R23B02R04G01B05G06R15B20B10W22W24G16W17R21Y05B07G05B19W09R25,8,true
W15G20B18B10R25R05B12G06B01W02W04G24R23B11R22B17R07Y04W04W16B09G21G19,2,false
G20R15B26B18W25B26W10R22R12B16B23B21R11R02R24W01G17G19W04Y16G09B05G16B07R06,5,false
