iteration,q_PPPP,max_positive_conditional_regret
15600,0.98788464,1.2570628E-4
15700,0.98796177,1.2490561E-4
15800,0.988038,1.2411507E-4
15900,0.9881132,1.2333447E-4
16000,0.9881875,1.2256364E-4
16100,0.98826087,1.2180237E-4
16200,0.98833334,1.210505E-4
16300,0.9884049,1.2030786E-4
16400,0.9884756,1.1957427E-4
16500,0.9885455,1.1884958E-4
16600,0.98861444,1.1813362E-4
16700,0.9886826,1.17426236E-4
16800,0.98875,1.16727264E-4
16900,0.98881656,1.1603657E-4
17000,0.98888236,1.1535401E-4
17100,0.9889474,1.1467942E-4
17200,0.98901165,1.1401268E-4
17300,0.9890751,1.1335365E-4
17400,0.98913795,1.1270219E-4
17500,0.9892,1.1205817E-4
17600,0.9892614,1.1142148E-4
17700,0.989322,1.1079198E-4
17800,0.989382,1.1016955E-4
17900,0.98944134,1.0955409E-4
18000,0.9895,1.0894545E-4
18100,0.989558,1.0834354E-4
18200,0.9896154,1.07748245E-4
18300,0.9896721,1.0715946E-4
18400,0.9897283,1.0657707E-4
18500,0.98978376,1.06000974E-4
18600,0.9898387,1.0543108E-4
18700,0.989893,1.0486728E-4
18800,0.9899468,1.04309474E-4
18900,0.99,1.0375757E-4
19000,0.99005264,1.0321148E-4
19100,0.99010473,1.026711E-4
19200,0.99015623,1.0213636E-4
19300,0.99020725,1.01607155E-4
19400,0.99025774,1.0108341E-4
19500,0.9903077,1.0056503E-4
19600,0.99035716,1.0005194E-4
19700,0.9904061,9.9544064E-5
19800,0.99045455,9.904132E-5
19900,0.99050254,9.854362E-5
20000,0.99055,9.805091E-5
20100,0.990597,9.756309E-5
20200,0.99064356,9.7080105E-5
20300,0.99068964,9.660188E-5
20400,0.9907353,9.612834E-5
20500,0.9907805,9.5659416E-5
20600,0.99082524,9.519505E-5
20700,0.9908696,9.473517E-5
20800,0.99091345,9.427971E-5
20900,0.99095696,9.382862E-5
21000,0.991,9.3381816E-5
21100,0.9910427,9.293925E-5
21200,0.99108493,9.250085E-5
21300,0.9911268,9.206658E-5
21400,0.9911682,9.163636E-5
21500,0.9912093,9.1210146E-5
21600,0.99125,9.078787E-5
21700,0.99129033,9.0369496E-5
21800,0.99133027,8.9954956E-5
21900,0.99136984,8.9544206E-5
22000,0.99140906,8.913719E-5
22100,0.991448,8.873385E-5
22200,0.9914865,8.833415E-5
22300,0.99152464,8.793803E-5
22400,0.9915625,8.754545E-5
22500,0.9916,8.715636E-5
22600,0.9916372,8.677071E-5
22700,0.991674,8.638846E-5
22800,0.99171054,8.600957E-5
22900,0.9917467,8.5633976E-5
23000,0.9917826,8.526166E-5
23100,0.9918182,8.4892556E-5
23200,0.9918535,8.452664E-5
23300,0.9918884,8.416387E-5
23400,0.9919231,8.380419E-5
23500,0.9919574,8.344758E-5
23600,0.9919915,8.309399E-5
23700,0.9920253,8.2743376E-5
23800,0.9920588,8.2395716E-5
23900,0.9920921,8.205097E-5
24000,0.992125,8.1709084E-5
24100,0.9921577,8.1370046E-5
24200,0.99219006,8.10338E-5
24300,0.99222225,8.070033E-5
24400,0.9922541,8.0369595E-5
24500,0.9922857,8.004155E-5
24600,0.9923171,7.9716185E-5
24700,0.9923482,7.9393445E-5
24800,0.992379,7.907331E-5
24900,0.99240965,7.8755744E-5
25000,0.99244,7.8440724E-5
25100,0.99247015,7.812821E-5
25200,0.9925,7.781818E-5
25300,0.99252963,7.7510595E-5
25400,0.9925591,7.720543E-5
25500,0.9925882,7.690267E-5
25600,0.9926172,7.660227E-5
25700,0.9926459,7.6304204E-5
25800,0.9926744,7.600845E-5
25900,0.9927027,7.571498E-5
26000,0.9927308,7.542377E-5
26100,0.99275863,7.513479E-5
26200,0.9927863,7.4848016E-5
26300,0.9928137,7.4563424E-5
26400,0.9928409,7.4280986E-5
26500,0.99286795,7.400068E-5
26600,0.9928947,7.3722484E-5
26700,0.99292135,7.344637E-5
26800,0.99294776,7.317232E-5
26900,0.992974,7.29003E-5
27000,0.993,7.26303E-5
27100,0.99302584,7.2362294E-5
27200,0.99305147,7.2096256E-5
27300,0.9930769,7.183216E-5
27400,0.9931022,7.157E-5
27500,0.9931273,7.130975E-5
27600,0.9931522,7.105138E-5
27700,0.9931769,7.079488E-5
27800,0.99320143,7.054022E-5
27900,0.9932258,7.028739E-5
28000,0.99325,7.003636E-5
28100,0.99327403,6.978712E-5
28200,0.9932979,6.953965E-5
28300,0.99332154,6.929393E-5
28400,0.9933451,6.904993E-5
28500,0.99336845,6.8807654E-5
28600,0.99339163,6.856707E-5
28700,0.99341464,6.8328154E-5
28800,0.9934375,6.809091E-5
28900,0.9934602,6.78553E-5
29000,0.99348277,6.762132E-5
29100,0.9935052,6.738894E-5
29200,0.9935274,6.715815E-5
29300,0.99354947,6.6928944E-5
29400,0.9935714,6.6701294E-5
29500,0.9935932,6.6475186E-5
29600,0.99361485,6.625061E-5
29700,0.99363637,6.602755E-5
29800,0.9936577,6.580597E-5
29900,0.9936789,6.558589E-5
30000,0.9937,6.536727E-5
30100,0.99372095,6.51501E-5
30200,0.99374175,6.493437E-5
30300,0.9937624,6.472007E-5
30400,0.9937829,6.450717E-5
30500,0.99380326,6.429567E-5
30600,0.9938235,6.408556E-5
30700,0.9938437,6.387681E-5
30800,0.99386364,6.366942E-5
30900,0.9938835,6.346337E-5
31000,0.9939032,6.3258645E-5
31100,0.9939228,6.3055246E-5
31200,0.9939423,6.285314E-5
31300,0.99396163,6.265233E-5
31400,0.9939809,6.2452804E-5
31500,0.994,6.225454E-5
31600,0.994019,6.205754E-5
31700,0.99403787,6.186177E-5
31800,0.9940566,6.166723E-5
31900,0.99407524,6.147392E-5
32000,0.9940938,6.128182E-5
32100,0.99411213,6.1090905E-5
32200,0.99413043,6.0901184E-5
32300,0.9941486,6.0712635E-5
32400,0.9941667,6.052525E-5
32500,0.9941846,6.0339018E-5
32600,0.99420244,6.015393E-5
32700,0.9942202,5.996997E-5
32800,0.9942378,5.9787137E-5
32900,0.9942553,5.9605412E-5
33000,0.9942727,5.942479E-5
33100,0.99429005,5.924526E-5
33200,0.9943072,5.906681E-5
33300,0.9943243,5.8889433E-5
33400,0.9943413,5.8713118E-5
33500,0.9943582,5.8537855E-5
33600,0.994375,5.8363632E-5
33700,0.9943917,5.8190446E-5
33800,0.9944083,5.8018286E-5
33900,0.99442476,5.784714E-5
34000,0.99444115,5.7677003E-5
34100,0.9944575,5.7507863E-5
34200,0.9944737,5.733971E-5
34300,0.9944898,5.717254E-5
34400,0.9945058,5.700634E-5
34500,0.99452174,5.6841105E-5
34600,0.9945376,5.6676825E-5
34700,0.9945533,5.651349E-5
34800,0.99456894,5.6351095E-5
34900,0.9945845,5.618963E-5
35000,0.9946,5.6029086E-5
35100,0.9946154,5.5869463E-5
35200,0.9946307,5.571074E-5
35300,0.9946459,5.555292E-5
35400,0.99466103,5.539599E-5
35500,0.99467605,5.5239947E-5
35600,0.994691,5.5084776E-5
35700,0.99470586,5.493048E-5
35800,0.9947207,5.4777043E-5
35900,0.99473536,5.462446E-5
36000,0.99475,5.4472726E-5
36100,0.99476457,5.432183E-5
36200,0.994779,5.417177E-5
36300,0.9947934,5.4022537E-5
36400,0.9948077,5.3874122E-5
36500,0.9948219,5.3726522E-5
36600,0.9948361,5.357973E-5
36700,0.99485016,5.3433734E-5
36800,0.9948641,5.3288535E-5
36900,0.99487805,5.3144122E-5
37000,0.9948919,5.3000487E-5
37100,0.99490565,5.285763E-5
37200,0.99491936,5.271554E-5
37300,0.99493295,5.257421E-5
37400,0.99494654,5.243364E-5
37500,0.99496,5.2293817E-5
37600,0.9949734,5.2154737E-5
37700,0.9949867,5.2016396E-5
37800,0.995,5.1878786E-5
37900,0.9950132,5.1741903E-5
38000,0.9950263,5.160574E-5
38100,0.99503934,5.147029E-5
38200,0.99505234,5.133555E-5
38300,0.9950653,5.1201518E-5
38400,0.99507815,5.106818E-5
38500,0.9950909,5.0935534E-5
38600,0.9951036,5.0803577E-5
38700,0.9951163,5.06723E-5
38800,0.99512887,5.0541705E-5
38900,0.9951414,5.0411774E-5
39000,0.99515384,5.0282513E-5
39100,0.99516624,5.0153914E-5
39200,0.9951786,5.002597E-5
39300,0.99519086,4.9898677E-5
39400,0.995203,4.9772032E-5
39500,0.9952152,4.9646027E-5
39600,0.9952273,4.952066E-5
39700,0.9952393,4.9395923E-5
39800,0.99525124,4.927181E-5
39900,0.99526316,4.9148322E-5
40000,0.995275,4.9025453E-5
40100,0.99528676,4.8903195E-5
40200,0.9952985,4.8781545E-5
40300,0.9953102,4.86605E-5
40400,0.9953218,4.8540052E-5
40500,0.9953333,4.84202E-5
40600,0.9953448,4.830094E-5
40700,0.99535626,4.818226E-5
40800,0.99536765,4.806417E-5
40900,0.995379,4.794665E-5
41000,0.99539024,4.7829708E-5
41100,0.99540144,4.7713336E-5
41200,0.99541265,4.7597525E-5
41300,0.99542373,4.7482277E-5
41400,0.99543476,4.7367586E-5
41500,0.9954458,4.725345E-5
41600,0.99545676,4.7139856E-5
41700,0.9954676,4.7026813E-5
41800,0.99547845,4.691431E-5
41900,0.99548924,4.6802343E-5
42000,0.9955,4.6690908E-5
42100,0.9955107,4.658E-5
42200,0.9955213,4.6469624E-5
42300,0.9955319,4.6359764E-5
42400,0.99554247,4.6250425E-5
42500,0.99555296,4.6141602E-5
42600,0.9955634,4.603329E-5
42700,0.99557376,4.592548E-5
42800,0.99558413,4.581818E-5
42900,0.9955944,4.571138E-5
43000,0.99560463,4.5605073E-5
43100,0.9956148,4.549926E-5
43200,0.995625,4.5393936E-5
43300,0.9956351,4.52891E-5
43400,0.99564517,4.5184748E-5
43500,0.9956552,4.5080877E-5
43600,0.99566513,4.4977478E-5
43700,0.9956751,4.4874556E-5
43800,0.9956849,4.4772103E-5
43900,0.99569476,4.4670116E-5
44000,0.99570453,4.4568595E-5
44100,0.9957143,4.446753E-5
44200,0.99572396,4.4366923E-5
44300,0.9957336,4.4266773E-5
44400,0.9957432,4.4167075E-5
44500,0.9957528,4.4067823E-5
44600,0.99576235,4.3969016E-5
44700,0.9957718,4.3870652E-5
44800,0.99578124,4.3772725E-5
44900,0.99579066,4.3675234E-5
45000,0.9958,4.357818E-5
45100,0.9958093,4.3481556E-5
45200,0.99581856,4.3385357E-5
45300,0.9958278,4.3289583E-5
45400,0.99583703,4.319423E-5
45500,0.99584615,4.30993E-5
45600,0.9958553,4.3004784E-5
45700,0.99586433,4.291068E-5
45800,0.9958734,4.2816988E-5
45900,0.99588233,4.2723706E-5
46000,0.99589133,4.263083E-5
46100,0.9959002,4.2538355E-5
46200,0.9959091,4.2446278E-5
46300,0.9959179,4.23546E-5
46400,0.99592674,4.226332E-5
46500,0.9959355,4.2172433E-5
46600,0.9959442,4.2081934E-5
46700,0.9959529,4.199182E-5
46800,0.99596155,4.1902094E-5
46900,0.99597013,4.1812753E-5
47000,0.9959787,4.172379E-5
47100,0.99598724,4.1635205E-5
47200,0.99599576,4.1546995E-5
47300,0.9960042,4.1459156E-5
47400,0.9960127,4.1371688E-5
47500,0.99602103,4.128459E-5
47600,0.99602944,4.1197858E-5
47700,0.9960377,4.111149E-5
47800,0.996046,4.1025483E-5
47900,0.9960543,4.0939834E-5
48000,0.9960625,4.0854542E-5
48100,0.9960707,4.0769606E-5
48200,0.99607885,4.0685023E-5
48300,0.99608696,4.060079E-5
48400,0.99609506,4.05169E-5
48500,0.9961031,4.0433362E-5
48600,0.9961111,4.0350165E-5
48700,0.9961191,4.026731E-5
48800,0.99612707,4.0184797E-5
48900,0.996135,4.010262E-5
49000,0.99614286,4.0020775E-5
49100,0.99615073,3.993927E-5
49200,0.99615854,3.9858092E-5
49300,0.99616635,3.9777242E-5
49400,0.9961741,3.9696723E-5
49500,0.99618185,3.9616527E-5
49600,0.99618953,3.9536655E-5
49700,0.99619716,3.9457103E-5
49800,0.9962048,3.9377872E-5
49900,0.9962124,3.929896E-5
50000,0.99622,3.9220362E-5
50100,0.99622756,3.9142076E-5
50200,0.9962351,3.9064103E-5
50300,0.9962425,3.8986444E-5
50400,0.99625,3.890909E-5
50500,0.9962574,3.883204E-5
50600,0.9962648,3.8755297E-5
50700,0.9962722,3.8678856E-5
50800,0.99627954,3.8602717E-5
50900,0.9962868,3.852688E-5
51000,0.99629414,3.8451333E-5
51100,0.99630135,3.837609E-5
51200,0.99630857,3.8301136E-5
51300,0.9963158,3.8226473E-5
51400,0.99632293,3.8152102E-5
51500,0.9963301,3.8078022E-5
51600,0.99633723,3.8004226E-5
51700,0.99634427,3.7930717E-5
51800,0.99635136,3.785749E-5
51900,0.9963584,3.778455E-5
52000,0.99636537,3.7711885E-5
52100,0.99637234,3.7639504E-5
52200,0.9963793,3.7567395E-5
52300,0.99638623,3.7495567E-5
52400,0.99639314,3.7424008E-5
52500,0.9964,3.7352725E-5
52600,0.99640685,3.7281712E-5
52700,0.99641365,3.7210968E-5
52800,0.99642044,3.7140493E-5
52900,0.99642724,3.7070284E-5
53000,0.996434,3.700034E-5
53100,0.99644065,3.693066E-5
53200,0.9964474,3.6861242E-5
53300,0.99645406,3.6792084E-5
53400,0.9964607,3.6723184E-5
53500,0.9964673,3.6654543E-5
53600,0.9964739,3.658616E-5
53700,0.99648046,3.6518028E-5
53800,0.99648696,3.645015E-5
53900,0.9964935,3.6382524E-5
54000,0.9965,3.631515E-5
54100,0.99650645,3.6248024E-5
54200,0.9965129,3.6181147E-5
54300,0.9965193,3.6114514E-5
54400,0.99652576,3.6048128E-5
54500,0.9965321,3.5981982E-5
54600,0.99653846,3.591608E-5
54700,0.9965448,3.5850422E-5
54800,0.9965511,3.5785E-5
54900,0.99655735,3.571982E-5
55000,0.9965636,3.5654873E-5
55100,0.9965699,3.5590165E-5
55200,0.9965761,3.552569E-5
55300,0.99658227,3.546145E-5
55400,0.99658847,3.539744E-5
55500,0.9965946,3.5333658E-5
55600,0.99660075,3.527011E-5
55700,0.9966068,3.5206787E-5
55800,0.9966129,3.5143694E-5
55900,0.996619,3.5080826E-5
56000,0.996625,3.501818E-5
56100,0.996631,3.495576E-5
56200,0.996637,3.489356E-5
56300,0.996643,3.483158E-5
56400,0.9966489,3.4769826E-5
56500,0.99665487,3.4708286E-5
56600,0.99666077,3.4646964E-5
56700,0.99666667,3.4585857E-5
56800,0.9966725,3.4524965E-5
56900,0.9966784,3.446429E-5
57000,0.9966842,3.4403827E-5
57100,0.99669003,3.4343575E-5
57200,0.9966958,3.4283534E-5
57300,0.9967016,3.42237E-5
57400,0.9967073,3.4164077E-5
57500,0.99671304,3.410466E-5
57600,0.99671876,3.4045454E-5
57700,0.9967244,3.398645E-5
57800,0.9967301,3.392765E-5
57900,0.99673575,3.386905E-5
58000,0.99674135,3.381066E-5
58100,0.996747,3.375246E-5
58200,0.99675256,3.369447E-5
58300,0.99675816,3.3636676E-5
58400,0.9967637,3.3579076E-5
58500,0.99676925,3.3521676E-5
58600,0.99677473,3.3464472E-5
58700,0.9967802,3.3407465E-5
58800,0.9967857,3.3350647E-5
58900,0.9967912,3.3294025E-5
59000,0.9967966,3.3237593E-5
59100,0.99680203,3.3181354E-5
59200,0.99680746,3.3125307E-5
59300,0.9968128,3.3069446E-5
59400,0.9968182,3.3013774E-5
59500,0.99682355,3.2958287E-5
59600,0.99682885,3.2902986E-5
59700,0.99683416,3.2847875E-5
59800,0.99683946,3.2792945E-5
59900,0.99684477,3.2738197E-5
60000,0.99685,3.2683634E-5
60100,0.99685526,3.2629254E-5
60200,0.99686044,3.257505E-5
60300,0.9968657,3.252103E-5
60400,0.9968709,3.2467186E-5
60500,0.99687606,3.241352E-5
60600,0.9968812,3.2360036E-5
60700,0.9968863,3.230672E-5
60800,0.99689144,3.2253585E-5
60900,0.99689656,3.2200627E-5
61000,0.99690163,3.2147836E-5
61100,0.9969067,3.2095224E-5
61200,0.99691176,3.204278E-5
61300,0.99691683,3.199051E-5
61400,0.99692184,3.1938405E-5
61500,0.99692684,3.1886473E-5
61600,0.9969318,3.183471E-5
61700,0.9969368,3.1783115E-5
61800,0.99694175,3.1731684E-5
61900,0.9969467,3.168042E-5
62000,0.99695164,3.1629323E-5
62100,0.9969565,3.157839E-5
62200,0.9969614,3.1527623E-5
62300,0.9969663,3.1477015E-5
62400,0.99697113,3.142657E-5
62500,0.996976,3.137629E-5
62600,0.99698085,3.1326166E-5
62700,0.9969857,3.1276206E-5
62800,0.99699044,3.1226402E-5
62900,0.9969952,3.1176758E-5
63000,0.997,3.112727E-5
63100,0.99700475,3.107794E-5
63200,0.9970095,3.102877E-5
63300,0.9970142,3.0979747E-5
63400,0.99701893,3.0930885E-5
63500,0.99702364,3.0882176E-5
63600,0.9970283,3.0833617E-5
63700,0.99703294,3.0785213E-5
63800,0.9970376,3.073696E-5
63900,0.99704224,3.0688858E-5
64000,0.9970469,3.064091E-5
64100,0.9970515,3.0593106E-5
64200,0.99705607,3.0545452E-5
64300,0.99706066,3.0497948E-5
64400,0.99706525,3.0450592E-5
64500,0.9970698,3.0403382E-5
64600,0.9970743,3.0356317E-5
64700,0.99707884,3.0309398E-5
64800,0.9970833,3.0262625E-5
64900,0.99708784,3.0215995E-5
65000,0.9970923,3.0169509E-5
65100,0.9970968,3.0123165E-5
65200,0.99710125,3.0076964E-5
65300,0.99710566,3.0030906E-5
65400,0.99711007,2.9984985E-5
65500,0.9971145,2.9939207E-5
65600,0.9971189,2.9893568E-5
65700,0.9971233,2.9848068E-5
65800,0.99712765,2.9802706E-5
65900,0.997132,2.9757482E-5
66000,0.99713635,2.9712395E-5
66100,0.9971407,2.9667444E-5
66200,0.997145,2.962263E-5
66300,0.99714935,2.957795E-5
66400,0.99715364,2.9533405E-5
66500,0.9971579,2.9488994E-5
66600,0.99716216,2.9444716E-5
66700,0.9971664,2.9400571E-5
66800,0.9971707,2.9356559E-5
66900,0.99717486,2.9312678E-5
67000,0.9971791,2.9268927E-5
67100,0.9971833,2.9225306E-5
67200,0.9971875,2.9181816E-5
67300,0.99719167,2.9138457E-5
67400,0.99719584,2.9095223E-5
67500,0.9972,2.905212E-5
67600,0.9972041,2.9009143E-5
67700,0.9972083,2.8966293E-5
67800,0.9972124,2.892357E-5
67900,0.9972165,2.8880973E-5
68000,0.9972206,2.8838502E-5
68100,0.9972247,2.8796154E-5
68200,0.99722874,2.8753931E-5
68300,0.9972328,2.8711831E-5
68400,0.99723685,2.8669854E-5
68500,0.9972409,2.8628001E-5
68600,0.9972449,2.858627E-5
68700,0.9972489,2.8544659E-5
68800,0.9972529,2.850317E-5
68900,0.9972569,2.8461802E-5
69000,0.99726087,2.8420553E-5
69100,0.99726486,2.8379422E-5
69200,0.9972688,2.8338412E-5
69300,0.99727273,2.829752E-5
69400,0.99727666,2.8256745E-5
69500,0.9972806,2.8216087E-5
69600,0.9972845,2.8175547E-5
69700,0.9972884,2.8135124E-5
69800,0.9972923,2.8094815E-5
69900,0.99729615,2.8054623E-5
70000,0.9973,2.8014543E-5
70100,0.99730384,2.797458E-5
70200,0.9973077,2.7934731E-5
70300,0.99731153,2.7894994E-5
70400,0.99731535,2.785537E-5
70500,0.99731916,2.7815859E-5
70600,0.9973229,2.777646E-5
70700,0.99732673,2.7737173E-5
70800,0.9973305,2.7697995E-5
70900,0.9973343,2.7658929E-5
71000,0.99733806,2.7619973E-5
71100,0.99734175,2.7581127E-5
71200,0.9973455,2.7542388E-5
71300,0.9973492,2.750376E-5
71400,0.99735296,2.746524E-5
71500,0.99735665,2.7426826E-5
71600,0.99736035,2.7388522E-5
71700,0.99736404,2.7350323E-5
71800,0.9973677,2.731223E-5
71900,0.9973714,2.7274244E-5
72000,0.997375,2.7236363E-5
72100,0.99737865,2.7198586E-5
72200,0.9973823,2.7160915E-5
72300,0.9973859,2.7123348E-5
72400,0.9973895,2.7085885E-5
72500,0.99739313,2.7048525E-5
72600,0.9973967,2.7011269E-5
72700,0.9974003,2.6974114E-5
72800,0.99740386,2.6937061E-5
72900,0.99740744,2.690011E-5
73000,0.99741095,2.6863261E-5
73100,0.9974145,2.6826512E-5
73200,0.99741805,2.6789865E-5
73300,0.99742156,2.6753316E-5
73400,0.9974251,2.6716867E-5
73500,0.9974286,2.6680518E-5
73600,0.99743205,2.6644268E-5
73700,0.99743557,2.6608115E-5
73800,0.997439,2.6572061E-5
73900,0.9974425,2.6536103E-5
74000,0.99744594,2.6500244E-5
74100,0.9974494,2.6464482E-5
74200,0.99745286,2.6428816E-5
74300,0.99745625,2.6393245E-5
74400,0.99745965,2.635777E-5
74500,0.9974631,2.632239E-5
74600,0.9974665,2.6287105E-5
74700,0.9974699,2.6251915E-5
74800,0.99747324,2.621682E-5
74900,0.99747664,2.6181817E-5
75000,0.99748,2.6146909E-5
75100,0.9974834,2.6112091E-5
75200,0.9974867,2.6077369E-5
75300,0.99749005,2.6042737E-5
75400,0.9974934,2.6008198E-5
75500,0.99749666,2.597375E-5
75600,0.9975,2.5939393E-5
75700,0.9975033,2.5905127E-5
75800,0.9975066,2.5870952E-5
75900,0.9975099,2.5836865E-5
76000,0.9975132,2.580287E-5
76100,0.99751645,2.5768963E-5
76200,0.9975197,2.5735146E-5
76300,0.99752295,2.5701416E-5
76400,0.99752617,2.5667776E-5
76500,0.9975294,2.5634223E-5
76600,0.99753267,2.5600759E-5
76700,0.9975358,2.556738E-5
76800,0.99753904,2.553409E-5
76900,0.99754226,2.5500885E-5
77000,0.9975455,2.5467767E-5
77100,0.99754864,2.5434736E-5
77200,0.9975518,2.5401789E-5
77300,0.99755496,2.5368927E-5
77400,0.9975581,2.533615E-5
77500,0.9975613,2.530346E-5
77600,0.99756444,2.5270852E-5
77700,0.9975676,2.5238329E-5
77800,0.9975707,2.5205887E-5
77900,0.9975738,2.5173531E-5
78000,0.99757695,2.5141257E-5
78100,0.99758005,2.5109066E-5
78200,0.9975831,2.5076957E-5
78300,0.9975862,2.504493E-5
78400,0.9975893,2.5012985E-5
78500,0.99759233,2.4981122E-5
78600,0.9975954,2.4949339E-5
78700,0.99759847,2.4917637E-5
78800,0.9976015,2.4886016E-5
78900,0.99760455,2.4854475E-5
79000,0.9976076,2.4823014E-5
79100,0.9976106,2.4791632E-5
79200,0.9976136,2.476033E-5
79300,0.99761665,2.4729106E-5
79400,0.9976196,2.4697962E-5
79500,0.99762267,2.4666893E-5
79600,0.99762565,2.4635905E-5
79700,0.9976286,2.4604995E-5
79800,0.99763155,2.4574161E-5
79900,0.99763453,2.4543406E-5
80000,0.9976375,2.4512727E-5
