B18B23B14B15W12R10B05R04W24G25G22R16B11R06R20G01W07W17Y25B25G21G19W02W09,5,false
R09W05B18W26G24R07G12W26W26R23B15G22B11B14B02R10B19G04B25R20R01Y04G06G16R04G21W17,4,false
W14W12W04G05G26B18W24G02W07W19W26W09W25B10G15R20W01R17G06G11Y11W11R23R21R22B16,1,false
G18R17R09R23W05G10B15W21R16G20W25B04R14W02W22B24W11W12Y24G24B19W06R01B07,3,false
B18G19G07B06B25W01B20W11B15W26G02R17W04G21G09R24B23W12R22Y02G02R14B16R05W10,8,false
W14B26R15R02W01B18B10G05R04G26R12W24R23B22W21B06G20B07B09G11Y01W01G19G17R16G25,11,true
G18R09G05B23G26B26R07W01W19B11R10G15B25W02B04W12R06W16W24B14Y01R01W20B17G21B22,5,false
W26W14G20W25W15W12G16R21W02W04R11W18W26R01W06R05G10G22B07W23Y21W21W09R17R24W19,13,true
W19B18B25B26W23R24G12G14W15G02B01W11G20R06G10G17W21R22G16Y01W01R07G05R09R04,12,true
R09G18B23W05B10G04W02R19R07B17R16W21R24G25R22B06B14B12Y21B21R11W15B01W20,10,true
G18R14W15B23G04B05W12B10B20R22G21B06B09G24B17R01G07W16Y20B11B02G19B25W20,5,false
G18B23R12R14W15R26B20G25B11G10R22G02G04W05R24W01R06W16R19Y04W09W17B07G04G21,13,true
W12W14W02B01R15R11G20G10W18R22B23W05G21B06G24W25G16B09Y16W07G16R04B19R17,6,false
R09W05B15R14B12W26R16W17G20G04G21R18B25W02B24B10B07G01B22Y01G23B19B01R06R11,3,false
G18B23W26R09B05B10W04B15W12W14B11W16G21B07R01G06W02B20W19Y06W17B22W24G25R06,2,false
B18B23B26R02W01G09G17R14W04G15G22R20G25B21W12W10B05W19R24Y04R04G16W06G11B07,7,false
G18W19B23B25B24R17R09R20R07G05G21B01W02B15W04R10W14W06Y24G24R26G22W12B11B16,13,true
R09W05R07W17G01R10R21G19W15B11B25G06W23R18G16B24W22R20Y01B12B14R01G02G04,3,false
R09W05R07G01W26W26W26G19W17W25B11B10G06B21R04W02W15W12G16G23G14Y04W18W22W24B04G20,8,false
B18W12B11R14B15R02B01W06R22W24G25W10G23B05G21R16R04W09Y21W21B07R19B17R20,5,false
G26W19R25R07G18B23B01W02R26G06W14G09B05W04B11R26W12B10R26W24G20G17Y05G05R15W22G16R21,7,true
